"Route_Name,Route_Link,Bus_Name,Bus_Type,Departing_Time,Duration,Reaching_Time,Star_Rating,Price,Seats_Available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),23:00,03h 00m,02:00,3.3,INR 999,26 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:15,03h 15m,02:30,3.7,INR 700,32 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,V Kaveri Travels,A/C Seater / Sleeper (2+1),23:30,03h 30m,03:00,3.7,INR 1000,40 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,SVR Tours and Travels,Volvo Multi Axle Sleeper B11R (2+1),23:45,02h 15m,02:00,3.5,INR 800,31 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Mayuri Travels,Non A/C Seater / Sleeper (2+1),23:59,02h 46m,02:45,3.5,INR 890,32 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Sri Tulasi Tours and Travels,A/C Seater / Sleeper (2+1),23:59,03h 31m,03:30,3.3,INR 799,26 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Mayuri Travels,Non A/C Seater / Sleeper (2+1),23:59,02h 46m,02:45,3.5,INR 890,33 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Sri VInayaka Travels(Siva's),A/C Seater / Sleeper (2+1),00:30,03h 15m,03:45,3.7,INR 699,28 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Morning Star Travels,A/C Sleeper (2+1),02:30,03h 50m,06:20,3.0,INR 790,30 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,MY YATRA BUS,A/C Sleeper (2+1),01:00,02h 00m,03:00,2.8,INR 2000,36 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),01:45,04h 50m,06:35,1.4,INR 3999,44 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),01:50,04h 50m,06:40,1.4,INR 3999,44 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Naveen Tours and Travels,A/C Seater / Sleeper (2+1),02:15,04h 45m,07:00,1.4,INR 3999,45 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Naveen Tours and Travels,AC Seater (2+2),02:15,04h 45m,07:00,1.4,INR 3999,40 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),02:15,04h 50m,07:05,1.4,INR 3999,44 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),02:15,04h 45m,07:00,1.4,INR 1750,35 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Naveen Tours and Travels,Non AC Seater (2+3),03:15,04h 50m,08:05,1.4,INR 3999,50 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,KKaveri Travels,Non A/C Seater / Sleeper (2+1),16:30,04h 15m,20:45,2.6,INR 890,45 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),20:15,16h 00m,12:15,1.4,INR 3999,44 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,KVR Tours and Travels,A/C Sleeper (2+1),22:25,02h 55m,01:20,2.8,INR 850,26 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,SKS Logistics,Non A/C Seater / Sleeper (2+1),23:55,03h 20m,03:15,2.6,INR 999,32 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,Naveen Tours and Travels,A/C Seater/Sleeper (2+1),23:59,03h 46m,03:45,1.4,INR 3999,44 Seats available"
"Rajahmundry to Vijayawada,https://www.redbus.in/bus-tickets/rajahmundry-to-vijayawada,VRL Travels,Volvo Multi-Axle A/C Sleeper (2+1),18:00,03h 50m,21:50,3.4,INR 1800,32 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 6166,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",01:30,03h 00m,04:30,3.3,INR 200,33 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 6296,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",03:45,03h 45m,07:30,2.7,INR 209,33 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5596,SAPTAGIRI EXPRESS,04:15,03h 00m,07:15,3.8,INR 162,45 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5536,SAPTAGIRI EXPRESS,04:45,03h 00m,07:45,4.3,INR 162,45 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5538,SAPTAGIRI EXPRESS,05:15,03h 00m,08:15,3.8,INR 162,45 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47479,INDRA(A.C. Seater),06:00,03h 00m,09:00,4.9,INR 253,32 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5598,SAPTAGIRI EXPRESS,06:15,03h 00m,09:15,2.7,INR 162,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47529,Express(Non AC Seater),06:30,03h 00m,09:30,3.8,INR 162,37 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47517,Express(Non AC Seater),07:30,03h 00m,10:30,3.8,INR 162,37 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5395,SAPTAGIRI EXPRESS,08:15,03h 15m,11:30,3.8,INR 162,44 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5548,SAPTAGIRI EXPRESS,08:45,03h 00m,11:45,3.8,INR 162,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 50109,""ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)"",08:50,03h 40m,12:30,3.8,INR 204,37 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5540,SAPTAGIRI EXPRESS,09:45,03h 00m,12:45,3.5,INR 162,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47493,INDRA(A.C. Seater),10:00,03h 00m,13:00,3.8,INR 253,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5566,SAPTAGIRI EXPRESS,10:15,03h 00m,13:15,3.6,INR 162,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47483,INDRA(A.C. Seater),11:00,03h 00m,14:00,3.8,INR 253,38 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5554,SAPTAGIRI EXPRESS,11:15,03h 00m,14:15,2.2,INR 162,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47045,INDRA(A.C. Seater),12:00,03h 00m,15:00,4.3,INR 253,37 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 6022,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",12:00,04h 00m,16:00,3.8,INR 200,34 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5556,SAPTAGIRI EXPRESS,12:15,03h 00m,15:15,3.8,INR 162,37 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5438,INDRA(A.C. Seater),13:00,03h 00m,16:00,4.3,INR 253,36 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5560,SAPTAGIRI EXPRESS,13:15,03h 00m,16:15,3.8,INR 162,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5572,SAPTAGIRI EXPRESS,13:45,03h 00m,16:45,4.7,INR 162,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47481,INDRA(A.C. Seater),14:00,03h 00m,17:00,3.5,INR 253,35 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 9298,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",14:20,03h 40m,18:00,5.0,INR 200,33 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5568,SAPTAGIRI EXPRESS,14:40,03h 00m,17:40,1.8,INR 162,45 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 50052,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",15:30,03h 45m,19:15,4.9,INR 200,33 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47549,Express(Non AC Seater),15:45,03h 00m,18:45,1.4,INR 162,37 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5574,SAPTAGIRI EXPRESS,16:15,03h 00m,19:15,3.1,INR 162,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47547,Express(Non AC Seater),16:30,03h 00m,19:30,3.8,INR 162,37 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5369,SAPTAGIRI EXPRESS,17:45,03h 00m,20:45,2.9,INR 162,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5424,INDRA(A.C. Seater),18:00,03h 00m,21:00,3.1,INR 253,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5582,SAPTAGIRI EXPRESS,18:15,03h 00m,21:15,3.0,INR 162,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5365,SAPTAGIRI EXPRESS,18:45,03h 00m,21:45,3.8,INR 162,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47485,INDRA(A.C. Seater),19:00,03h 00m,22:00,3.9,INR 253,38 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5584,SAPTAGIRI EXPRESS,19:15,03h 00m,22:15,3.8,INR 162,39 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5371,SAPTAGIRI EXPRESS,19:45,03h 00m,22:45,3.8,INR 162,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 47047,INDRA(A.C. Seater),20:00,03h 00m,23:00,4.4,INR 253,38 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5373,SAPTAGIRI EXPRESS,20:15,03h 00m,23:15,3.8,INR 162,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5367,SAPTAGIRI EXPRESS,21:30,03h 00m,00:30,3.1,INR 162,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5440,INDRA(A.C. Seater),22:00,03h 00m,01:00,4.8,INR 253,33 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5616,SAPTAGIRI EXPRESS,22:30,03h 00m,01:30,4.4,INR 162,44 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 96761,SAPTAGIRI EXPRESS,23:00,03h 00m,02:00,5.0,INR 162,46 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,APSRTC - 5592,SAPTAGIRI EXPRESS,23:30,03h 00m,02:30,4.1,INR 162,44 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Sri Sai Express,A/C Seater / Sleeper (2+1),04:00,03h 10m,07:10,3.6,INR 890,25 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,NueGo,Electric A/C Seater (2+2),05:00,03h 35m,08:35,4.4,238,20 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,NueGo,Electric A/C Seater (2+2),10:30,03h 45m,14:15,4.4,238,30 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,NueGo,Electric A/C Seater (2+2),16:35,03h 35m,20:10,4.4,238,9 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,NueGo,Electric A/C Seater (2+2),23:30,04h 05m,03:35,4.3,238,35 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,VRCR Travels,NON A/C Seater/ Sleeper (2+1),02:15,04h 15m,06:30,3.3,INR 1000,7 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,(SBLT) Shri Bhagiyalakshimi Travels (MAARA),A/C Sleeper (2+1),18:30,02h 45m,21:15,3.6,INR 900,26 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,Maheswari Travels,Non A/C Seater / Sleeper (2+1),02:00,04h 21m,06:21,4.3,INR 750,10 Seats available"
"Tirupati to Chennai,https://www.redbus.in/bus-tickets/tirupathi-to-chennai,AR & BCVR Travels,A/C Seater/Sleeper (2+1),02:00,04h 25m,06:25,2.9,INR 900,5 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3420,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",00:45,08h 15m,09:00,3.8,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3459,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",01:10,09h 30m,10:40,3.8,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3360,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),01:30,06h 55m,08:25,3.8,INR 929,37 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3366,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",01:45,08h 05m,09:50,3.8,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 9460,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",03:00,09h 10m,12:10,3.6,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 9477,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",04:15,09h 15m,13:30,3.8,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3075,""ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)"",05:00,08h 30m,13:30,3.4,INR 549,35 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4375,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",05:40,08h 25m,14:05,2.5,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3436,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",06:10,07h 50m,14:00,1.6,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 35101,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",06:20,08h 25m,14:45,4.8,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 9366,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",06:30,09h 40m,16:10,3.8,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4377,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",07:45,08h 30m,16:15,3.8,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3446,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",08:00,07h 55m,15:55,3.1,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3498,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),08:30,07h 00m,15:30,4.1,INR 929,39 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3051,""ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)"",09:00,08h 40m,17:40,4.0,INR 549,35 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3486,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",09:00,07h 40m,16:40,4.1,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4278,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",09:05,08h 45m,17:50,3.8,INR 574,32 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3464,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",09:15,07h 55m,17:10,4.3,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 9322,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",10:00,08h 30m,18:30,3.1,INR 605,30 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4282,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",10:20,08h 45m,19:05,3.2,INR 574,34 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3978,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",10:30,09h 50m,20:20,3.3,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4507,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",11:15,08h 10m,19:25,1.2,INR 605,34 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 35103,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),11:30,07h 15m,18:45,3.5,INR 929,45 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 9496,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",11:45,09h 40m,21:25,3.4,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4468,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",12:30,07h 55m,20:25,3.1,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 9334,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),13:00,07h 15m,20:15,3.4,INR 929,44 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4466,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",13:15,07h 45m,21:00,2.1,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4444,INDRA(A.C. Seater),13:15,09h 10m,22:25,3.3,INR 732,35 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3067,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",14:30,08h 20m,22:50,4.1,INR 574,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4511,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",15:15,08h 46m,00:01,3.8,INR 605,34 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3009,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",15:45,09h 00m,00:45,2.9,INR 605,31 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3492,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:00,07h 00m,23:00,4.0,INR 929,43 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3466,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",16:30,08h 35m,01:05,3.5,INR 605,34 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 27299,""ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)"",16:45,09h 30m,02:15,4.6,INR 579,35 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 2972,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",17:00,09h 15m,02:15,3.8,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4381,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",17:15,08h 25m,01:40,3.8,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3430,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:15,07h 30m,00:45,3.9,INR 929,45 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3039,""ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)"",17:30,09h 00m,02:30,3.8,INR 579,35 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3135,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",17:45,08h 45m,02:30,3.8,INR 574,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3071,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",18:00,09h 15m,03:15,3.8,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4411,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",18:15,08h 15m,02:30,1.6,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 2925,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",18:30,08h 50m,03:20,4.4,INR 574,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3496,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:45,06h 40m,01:25,4.1,INR 929,45 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3137,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",18:45,09h 05m,03:50,3.8,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3774,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",19:15,09h 20m,04:35,3.9,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3637,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",19:30,08h 06m,03:36,4.4,INR 605,33 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 4348,INDRA(A.C. Seater),19:45,08h 25m,04:10,3.6,INR 732,36 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3017,INDRA(A.C. Seater),20:00,07h 45m,03:45,3.6,INR 732,35 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3091,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",20:30,08h 30m,05:00,4.2,INR 574,35 Seats available"
"Vijayawada to Visakhapatnam,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,APSRTC - 3772,""SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)"",20:31,08h 35m,05:06,3.4,INR 629,33 Seats available"
